48.23,110.86,Dwc
37.78,-4.21,Csa
69.22,129.53,Dfd
49.63,48.85,Dfa
70.05,-28.23,EF
25.85,37.77,BWh
63.76,150.38,Dsd
42.22,19.75,Cfb
-4.23,141.58,Af
54.11,69.21,Dfb
53.11,19.14,Dfb
23.83,109.04,Cfa
35.27,91.82,ET
65.47,29.88,Dfc
29.68,78.64,Cwa
27.42,-112.65,BWh
26.82,96.65,Cwa
52.73,107.58,Dwc
64.87,145.37,Dfd
39.91,92.03,BWk
59.96,143.53,Dwc
42.88,80.09,Dfb
70.67,106.11,Dfc
36.22,93.8,BSk
49.3,103.5,Dwc
73.52,-55.09,ET
3.2,113.2,Af
39.68,81.88,BWk
68.66,110.06,Dfd
47.55,133.48,Dwb
62.08,42.5,Dfc
20.78,105.07,Cwa
65.53,69.17,Dfc
62.26,49.48,Dfc
49.68,59.63,Dfa
68.08,135.36,Dfd
67.84,-153.33,Dfc
58.15,33.31,Dfb
40.45,45.51,Dfb
4.66,95.76,Af
56.13,110.84,ET
72.8,115.62,ET
53.62,-6.93,Cfb
52.37,142.41,Dfc
26.21,60.15,BWh
11.18,107.32,Am
54.88,57.25,Dfb
72.1,-84.65,ET
36.09,64.72,Csa
43.27,143.51,Dfb
52.86,28.72,Dfb
49.41,123.91,Dwb
20.4,73.77,Aw
-3.93,137.66,Cfb
41.98,26.53,Csa
58.32,77.53,Dfc
65.64,116.48,Dfd
66.16,63.72,Dfc
48.2,-55.36,Dfb
58.7,122.36,Dfc
50.36,86.37,Dfc
35.27,127.66,Dwa
60.51,96.04,Dfc
19.26,101.53,Aw
17.82,79.7,Aw
56.75,15.33,Cfb
48.7,19.53,Dfb
47.09,93.73,BWk
21.94,103.47,Cwa
77.07,-118.03,ET
42.24,119.16,BSk
18.34,54.82,BWh
61.06,59.95,Dfc
31.78,93.71,Dwc
41.54,104.89,BWk
69.46,122.12,Dfd
27.73,71.37,BWh
64.8,19.8,Dfc
67.17,94.85,Dfc
41.44,97.08,BWk
69.62,-48.82,EF
24.18,80.15,Csa
16.0,75.37,BSh
61.0,170.23,Dfc
16.09,43.56,BWh
56.25,96.91,Dfc
46.38,126.57,Dwa
61.38,12.12,Dfc
35.15,113.45,BSk
39.92,112.07,Dwb
43.68,76.63,Dfa
27.21,-81.28,Cfa
48.0,2.7,Cfb
-2.46,111.84,Af
36.76,74.52,Dfc
25.83,117.73,Cfa
48.79,107.68,Dwc
35.32,104.6,Dwb
50.03,101.15,Dwc
52.6,74.46,Dfb
35.81,83.67,ET
68.32,60.52,Dfc
38.83,-118.92,BWk
79.17,-94.11,/
27.89,81.66,Cwa
38.75,100.55,BWk
50.88,66.3,Dfb
47.5,43.69,Dfa
43.66,41.17,Cfb
29.46,66.97,BSk
64.05,26.27,Dfc
63.87,121.22,Dfc
64.68,57.35,Dfc
63.76,64.64,Dfc
48.67,-62.32,/
63.26,129.79,Dfd
64.31,166.7,Dfc
51.77,24.45,Dfb
49.82,87.63,ET
58.26,130.71,Dfd
63.7,103.34,Dfc
20.97,47.6,BWh
55.56,66.56,Dfb
31.23,99.27,Dwc
64.67,171.37,Dfc
81.38,-70.63,ET
60.28,45.25,Dfc
69.84,71.98,ET
48.72,36.15,Dfb
62.19,116.44,Dfc
57.66,138.88,ET
17.17,52.67,BWh
45.92,59.75,BWk
46.82,123.33,Dwa
58.98,24.94,Dfb
63.15,175.65,ET
51.69,-78.12,Dfc
51.86,95.02,Dfc
43.74,83.4,BSk
52.53,136.66,Dwb
50.86,53.61,Dfa
24.39,86.44,Cwa
53.73,14.96,Cfb
71.2,77.55,/
32.94,58.53,BWk
40.63,87.79,BWk
42.24,123.89,Dwa
24.62,114.95,Cfa
44.85,44.09,Dfa
39.74,66.31,BSk
32.45,108.13,Cwa
40.78,29.33,/
21.33,44.91,BWh
42.08,66.37,BWk
43.89,68.34,BSk
48.28,118.24,BSk
68.63,-99.63,/
73.55,55.38,ET
66.78,74.75,Dfc
65.56,140.11,ET
48.88,12.44,Cfb
17.15,97.25,Am
63.54,14.34,Dfc
-9.42,147.67,Cfb
69.04,175.12,ET
41.57,24.45,Dfb
66.37,47.31,Dfc
11.64,-85.83,Aw
67.92,44.94,ET
48.92,22.91,Dfb
31.58,110.49,Dwb
47.87,29.29,Dfb
71.61,98.28,Dfc
53.76,100.83,Dfc
41.68,56.14,BWk
59.15,57.71,Dfc
67.41,84.44,Dfc
72.61,120.75,ET
52.54,-91.49,Dfc
29.08,75.9,BSh
43.84,134.9,Dfb
-7.67,112.41,Am
39.96,54.11,BWk
54.4,38.02,Dfb
43.84,4.96,Csa
59.76,136.37,Dfd
28.74,94.24,Cwb
53.16,48.22,Dfb
31.65,117.49,Cfa
62.16,-135.58,Dfc
64.13,95.19,Dfc
68.72,33.56,Dfc
48.46,54.37,BSk
52.26,120.65,Dwc
48.29,115.66,BSk
-8.39,142.39,Am
53.08,82.79,Dfb
59.06,125.61,Dfc
48.78,45.78,Dfa
64.81,-15.25,ET
51.14,-69.98,Dfc
27.51,54.28,BWh
51.04,133.66,Dwc
52.69,91.89,Dfc
56.06,89.52,Dfc
60.2,34.4,Dfc
30.68,112.81,Cfa
38.69,117.82,/
51.0,-0.2,/
69.91,127.46,Dfd
66.97,77.48,Dfc
35.21,-84.41,Cfa
61.88,92.46,Dfc
30.42,86.25,ET
