-156.8447556,71.1856712,0
-162.6193965,70.0661863,0
-164.377209,68.8958223,0
-166.486584,69.0848871,0
-166.2229121,68.3836465,0
-161.0373652,66.0722623,0
-163.8498652,66.2144512,0
-163.674084,66.7058666,0
-168.4201777,65.8215052,0
-166.1350215,64.22626,0
-161.1252559,64.9801056,0
-160.7736934,63.7638454,0
-162.4436152,63.451298,0
-166.486584,62.0429651,0
-164.4650996,59.823619,0
-162.267834,60.0437848,0
-161.9162715,58.5175735,0
-157.0822871,58.7918928,0
-157.9611934,57.2086659,0
-165.8713496,54.445518,0
-159.8068965,55.5047493,0
-153.4787715,58.4256538,0
-149.3479121,59.6464321,0
-144.5139277,60.1314425,0
-138.361584,59.2443173,0
-133.3518184,55.0542135,0
-131.2863887,54.8902614,0
-130.4953731,54.3815852,0
-130.4514277,53.5021667,0
-127.814709,51.1804493,0
-128.3640254,50.6819154,0
-124.6506465,48.1232791,0
-123.9035762,45.1677914,0
-124.5627559,42.7160288,0
-124.0573848,41.6085478,0
-124.4968379,40.6486426,0
-124.0134395,40.1298404,0
-123.7717402,38.8753025,0
-122.4533809,37.7547394,0
-122.5412715,37.0390484,0
-122.0359004,36.4757259,0
-120.717541,35.0674176,0
-120.4099238,34.3811691,0
-117.6853145,33.2860953,0
-115.4880488,29.6514024,0
-114.1257441,28.3059345,0
-114.9607051,27.7239981,0
-113.7302363,26.8256457,0
-112.3679316,26.1175705,0
-112.280041,24.5287404,0
-110.9616816,23.605879,0
-109.4235957,22.9195484,0
-110.2585566,24.2886355,0
-111.1814082,26.1570221,0
-112.8513301,28.4992118,0
-114.0378535,29.6514024,0
-114.7849238,31.6548837,0
-113.2468379,31.2049144,0
-112.3239863,28.8847049,0
-108.0173457,24.8481668,0
-105.2927363,21.4547112,0
-105.7761348,20.2226218,0
-103.8864863,18.3562005,0
-96.6794551,15.4977331,0
-94.3503535,16.3429191,0
-92.470752,14.7807116,0
-91.4965776,13.9072835,0
-90.483166,13.7117499,0
-87.7146113,12.8135222,0
-86.1269052,11.434514,0
-85.4843867,9.7757637,0
-84.4054607,9.669984,0
-83.8222566,8.7154719,0
-83.0981515,8.2478736,0
-82.111584,8.1697401,0
-80.3225508,7.301159,0
-80.2726646,8.1596106,0
-79.7824825,8.5827663,0
-79.1515663,9.0893281,0
-77.9083628,7.290397,0
-77.3446075,8.6766758,0
-77.7473345,8.8673444,0
-78.2864568,9.3819295,0
-79.2887358,9.6563606,0
-80.5237336,9.18266,0
-81.34048,8.8353314,0
-82.5758519,9.56983,0
-83.6689654,10.7941,0
-83.1086626,15.3940217,0
-84.9790157,16.0263919,0
-86.676661,15.9169766,0
-88.1184282,16.1552399,0
-86.7121782,21.6407517,0
-89.8762407,21.313601,0
-90.615002,18.8975622,0
-95.3254595,18.2540477,0
-97.4704707,21.3728878,0
-96.4157832,28.0735375,0
-91.1423457,29.3071003,0
-83.8117876,30.0155207,0
-82.177502,26.8256457,0
-80.1203814,25.4270716,0
-80.8235064,30.924534,0
-73.740002,38.7554595,0
-67.411877,44.7791886,0
-62.3142207,43.134349,0
-58.7985957,46.8613977,0
-53.1735957,48.1672625,0
-56.161877,52.6441343,0
-61.4353145,56.4148776,0
-64.2478145,60.6309673,0
-66.708752,58.2179545,0
-68.9939082,59.1317686,0
-70.0485957,60.8885586,0
-74.0915645,62.3911873,0
-78.1345332,61.9810963,0
-79.0134395,58.9509185,0
-76.3767207,56.5119913,0
-80.2439082,55.1296581,0
-78.8376582,51.5645094,0
-81.1228145,52.1075891,0
-83.0564082,55.0290336,0
-89.208752,56.8979678,0
-92.9001582,57.9391198,0
-95.3610957,60.10955,0
-90.2634395,63.7444117,0
-85.8689082,62.875993,0
-82.177502,62.875993,0
-81.2985957,63.8220662,0
-83.4079707,65.109891,0
-81.8259395,67.4419057,0
-80.771252,70.2303414,0
-73.740002,68.8165649,0
-74.9704707,66.5489658,0
-78.4860957,64.6622727,0
-72.6853145,63.7444117,0
-65.7900681,62.0184982,0
-62.8415645,65.5500971,0
-61.2197556,66.5106864,0
-65.6540645,68.237477,0
-68.2907832,70.3489111,0
-74.2673457,71.9931236,0
-79.8923457,74.7069154,0
-79.1494431,76.1414116,0
-72.8610957,77.8976252,0
-67.7634395,75.8670765,0
-59.6377244,76.0569518,0
-56.3376582,73.0999262,0
-52.646252,69.3189433,0
-53.7009395,67.1706397,0
-50.3610957,62.1458006,0
-43.2900681,59.4417918,0
-39.4626582,65.3309145,0
-31.552502,67.5092435,0
-21.1814082,70.4079395,0
-18.193127,76.3315595,0
-19.9509395,78.9885238,0
-11.3376582,81.1342168,0
-10.9463181,81.4913503,0
-17.8415645,81.7107801,0
-21.5329707,82.1065647,0
-24.3454707,82.2973575,0
-22.411877,82.6428225,0
-25.7517207,83.5104355,0
-34.1892207,83.7636577,0
-44.7360957,83.0583729,0
-55.8103145,82.367717,0
-60.5564082,82.2263533,0
-63.0173457,82.732315,0
-78.8376582,83.1637911,0
-93.6032832,81.3747434,0
-99.5798457,80.1640116,0
-103.974377,79.416564,0
-111.1814082,78.8193777,0
-117.8610957,77.5992272,0
-123.3103145,76.3730353,0
-121.2009395,75.9526634,0
-120.6735957,74.4733751,0
-124.8923457,74.4733751,0
-125.068127,73.2525536,0
-127.7048457,72.4758077,0
-122.4314082,71.4417325,0
-118.2126582,71.3857054,0
-117.1579707,70.1707993,0
-115.7517207,69.0063075,0
-119.2673457,69.3809342,0
-122.0798457,69.6882311,0
-126.2985957,70.2303414,0
-128.7595332,70.5254856,0
-133.6814082,69.5043831,0
-135.7907832,69.0691937,0
-140.3610957,69.749162,0
-143.8767207,69.8704989,0
-148.0954707,70.4667975,0
-150.9079707,70.4667975,0
-156.8447556,71.1856712,0
